student_id,name,class,comprehension,attention,focus,retention,engagement_time,assessment_score
765,Nancy Vega,8,28.71,33.2,20.5,53.23,250.09,33.1
766,Jesus Jones,2,79.29,46.53,74.2,90.53,121.02,73.46
767,Marcus Johnson,11,57.76,1.37,5.23,8.3,180.84,19.91
768,Corey Martinez,5,63.46,8.16,85.25,19.11,219.04,47.19
769,Christopher Delacruz,7,79.79,25.86,19.82,44.08,79.95,46.83
770,Kim Lewis,8,39.6,2.79,87.44,58.48,58.76,43.25
771,Samantha Hines,1,91.51,63.14,35.25,81.62,291.91,74.48
772,Troy Richard,6,53.3,42.64,72.27,98.83,189.09,59.71
773,Joanna Hall,1,15.8,54.81,31.92,38.89,294.61,42.66
774,Amber Chase,2,69.59,17.46,90.59,4.74,107.95,43.97
775,Troy Rogers,1,79.33,29.59,12.66,80.12,213.88,53.78
776,John Lopez,11,31.68,66.38,17.85,60.44,74.56,42.11
777,Michelle Martinez,5,85.72,96.53,49.3,19.85,85.75,62.23
778,Jesse Walker,10,90.61,5.04,8.19,49.48,158.45,45.13
779,Ashley Hall,9,27.69,89.04,19.6,74.23,102.69,44.55
780,Emily Smith,6,98.35,57.69,94.38,77.04,58.61,75.78
781,Virginia Graham,11,14.07,56.39,97.65,49.96,86.24,47.91
782,Charles Morrison,11,20.2,50.03,37.63,30.52,20.37,23.5
783,Melissa Herrera,1,18.42,6.94,92.33,97.37,214.28,49.69
784,Maria Smith,1,89.4,8.99,54.48,66.34,152.71,59.81
785,Peter Brown,2,65.43,60.09,26.97,40.82,37.33,40.06
786,Amanda Duncan,9,15.21,34.1,70.24,28.05,59.79,38.82
787,Sarah Wilson,3,44.03,91.73,65.89,73.11,39.74,67.03
788,Zachary Pace,1,61.53,40.66,98.91,24.22,187.65,51.25
789,Lindsay Richardson,5,8.35,14.33,26.5,17.17,37.32,22.14
790,James Howard II,7,88.24,71.47,67.21,52.98,228.74,71.71
791,Stephen York,6,80.36,29.34,5.2,29.0,15.95,39.44
792,Brandi Andrews,12,50.52,52.55,11.36,62.89,82.32,40.78
793,Joshua Cruz,1,96.71,69.78,0.39,11.79,268.29,58.97
794,Ashley Tapia,5,41.78,90.03,99.95,65.49,218.37,72.94
795,Jackie Adams,5,98.41,79.22,80.23,28.33,31.16,64.05
796,Joseph Burke,6,66.79,67.64,78.67,0.02,248.13,51.75
797,Daniel Marshall,3,63.47,67.96,50.97,12.69,152.98,43.16
798,Terry Huffman,5,16.6,94.59,30.01,93.36,255.57,58.03
799,Scott Caldwell,7,88.19,29.58,15.13,86.74,184.21,61.75
800,Jason Dominguez,5,42.75,0.11,28.47,23.36,207.73,33.39
801,Alicia Greene,5,16.22,27.2,37.6,77.84,298.12,42.74
802,Jennifer Fuller,5,1.26,21.79,75.63,60.86,77.38,28.83
803,Jennifer Valentine,10,55.98,66.18,53.97,97.09,190.94,63.2
804,James Allen,10,52.74,63.37,7.75,37.36,143.49,48.06
805,Courtney Guerra,3,71.94,59.35,1.8,68.15,21.44,45.73
806,Adam Shaw,1,89.03,1.62,10.23,6.35,14.2,31.54
807,Eric Horton,5,7.94,72.88,41.05,39.62,44.58,29.2
808,Maria Lewis,9,73.15,32.35,93.32,96.38,198.24,74.65
809,Valerie Sutton,1,18.74,66.51,63.74,53.9,174.48,45.98
810,Michael Thompson,3,85.82,55.66,80.18,28.79,170.49,69.59
811,John Smith,4,81.91,34.27,46.64,12.03,19.24,47.67
812,Bruce Barrera,1,54.08,13.46,36.17,70.35,146.1,42.61
813,Cesar Lawrence,1,71.02,9.44,10.84,64.49,278.14,46.9
814,Sarah Green,8,31.44,83.15,87.59,37.39,125.3,52.48
815,Tyler Lee,2,47.12,91.84,78.32,95.09,191.23,66.46
816,Sarah Torres,12,82.16,64.98,16.81,2.22,236.15,45.04
817,Samuel Cortez,8,45.93,10.34,51.23,30.37,237.34,41.07
818,Robert Miller,7,35.78,40.2,48.74,92.11,160.59,53.92
819,Sandra Torres,10,49.42,72.89,62.51,32.09,258.81,57.7
820,Daniel Miranda,10,82.82,77.98,94.62,25.23,123.5,67.02
821,Ethan Parker,2,33.52,11.82,57.98,53.42,267.72,48.29
822,Ryan Johnson,6,17.38,0.0,54.02,82.38,79.67,35.47
823,Craig Crawford,6,71.2,71.21,5.03,10.31,91.26,45.23
824,Jonathan Smith,3,82.6,35.66,6.29,94.3,25.4,44.01
825,Joshua Hernandez Jr.,11,10.06,25.45,18.73,79.51,240.72,16.17
826,Jennifer Harris,2,23.99,1.29,3.25,18.13,130.95,17.51
827,David Nguyen,12,14.2,54.03,74.34,71.2,76.44,39.6
828,Jose Bailey,1,34.79,85.12,72.33,38.5,77.22,51.14
829,Jamie Stewart,6,45.04,95.76,13.61,40.23,271.41,50.97
830,Karen Ramirez,12,74.88,56.57,83.61,78.33,251.84,82.5
831,Stephen Aguilar,5,65.11,51.45,15.48,96.28,170.52,59.86
832,Ashley Contreras,11,62.09,8.51,30.12,12.67,188.67,36.0
833,Ryan Taylor,9,35.24,54.89,24.9,42.06,147.55,44.04
834,Steven Wade,1,84.14,38.0,37.23,48.09,123.58,55.87
835,Andrea Michael,7,47.13,60.71,25.47,37.63,275.49,45.8
836,Elizabeth Spencer,5,97.91,38.87,48.9,36.32,46.43,61.1
837,Karl Stewart,5,63.41,24.03,40.74,5.23,131.35,31.85
838,Jeremiah Gibbs,2,12.63,9.5,98.66,68.55,109.92,44.41
839,Kelly Zimmerman,11,67.62,31.49,5.59,43.62,154.46,33.84
840,Christina Meyers,3,32.51,9.66,14.22,19.48,142.71,24.2
841,Emma Young,7,68.63,17.69,5.28,81.6,160.48,47.82
842,Rebekah Davis,6,6.96,98.73,62.58,80.26,50.58,60.47
843,Jacob Walker,12,17.49,44.41,5.45,48.64,158.81,22.42
844,Edward Wade,2,85.57,53.19,83.64,29.85,80.3,58.68
845,Leon Burton,6,22.72,87.36,51.19,63.81,63.46,53.52
846,Robert Lee,2,83.7,99.56,52.7,28.82,28.8,63.96
847,Kelly Kane,2,27.93,58.27,56.16,23.6,231.17,44.59
848,Laura Young,2,64.29,81.25,17.08,73.05,133.96,53.25
849,Christina Long PhD,11,69.42,32.69,19.77,4.03,191.73,35.56
850,Jasmine Steele,3,51.27,30.57,31.88,9.48,221.0,43.36
851,Joseph Sanders,2,30.53,40.27,59.35,0.68,207.0,35.86
852,Samantha Robinson,4,21.26,67.25,21.01,15.29,146.45,33.85
853,Jessica Lucas,9,3.32,68.22,11.63,6.9,122.49,21.85
854,Matthew Hodges,6,30.39,31.52,97.01,99.58,119.03,52.79
855,Joshua Hart,1,65.32,13.32,2.2,28.88,195.61,39.66
856,Heidi Jackson,8,93.83,63.24,80.27,14.93,153.49,67.47
857,John Chung,12,87.12,12.83,78.8,24.1,256.25,69.35
858,Matthew Gordon,7,76.61,57.85,29.72,93.61,263.66,62.93
859,Michael Nelson,10,78.84,69.34,13.56,52.02,59.46,56.73
860,Robert Williams,3,66.5,70.06,14.56,36.48,49.51,39.26
861,Mr. Bryan Jacobson,1,26.03,75.35,69.74,87.34,192.82,61.51
862,Larry Hughes,5,90.72,87.29,64.28,39.5,97.36,73.56
863,Carl Shaw,4,67.07,50.0,78.27,33.5,15.39,42.63
864,Cassandra Davis,10,56.04,73.02,93.75,20.73,267.71,62.21
865,Rodney Blackwell,8,11.1,61.92,69.19,37.78,75.8,36.82
866,Megan Hill,1,44.71,18.66,15.59,31.67,279.49,32.4
867,Michael Brown,10,46.04,2.57,24.34,67.73,218.06,41.93
868,Jesse Harris,1,86.46,28.45,84.22,28.96,231.17,67.57
869,Michele Torres,12,54.66,44.3,20.93,57.72,68.42,42.6
870,Scott Williams,4,38.04,61.71,7.25,6.59,77.92,30.15
871,Kendra Edwards DDS,8,97.68,85.0,70.33,19.13,161.17,70.14
872,John Garcia,5,11.07,19.62,40.25,40.74,59.91,25.45
873,Thomas Jones,2,42.25,12.55,92.0,93.69,98.58,50.17
874,Melissa Powell,6,4.2,96.35,65.03,37.73,103.22,50.06
875,Jeremy Smith,5,73.99,10.8,9.04,66.41,56.29,42.8
876,Jonathan Norton,2,91.81,47.85,94.79,25.51,69.5,65.46
877,Anthony Fritz,11,28.0,58.56,25.86,12.7,238.68,31.75
878,Debra Taylor,11,85.83,54.14,33.72,5.85,58.49,44.15
879,Patricia Mccall,11,29.22,8.6,40.23,30.54,18.25,24.37
880,Theodore Nelson,3,91.08,5.7,5.12,15.77,192.51,31.39
881,Julie Owens,9,75.4,10.55,49.65,17.4,293.04,39.47
882,Erin Tyler,7,80.49,58.56,12.33,76.08,106.05,54.07
883,John Gonzalez,7,1.8,54.43,40.1,1.58,44.41,23.86
884,Brandi Davis,11,96.28,23.37,35.07,55.78,175.41,54.31
885,Howard Chang,6,72.67,63.78,77.28,37.95,272.84,61.6
886,Christopher George,8,30.48,82.01,80.32,50.65,237.38,55.58
887,Lynn Hayes,4,82.94,4.16,15.34,56.28,190.53,44.11
888,Joshua Parker,8,28.15,49.81,36.66,31.34,101.37,33.62
889,Anthony Rubio,4,87.28,68.93,37.34,29.51,167.15,69.74
890,Katherine Black,8,11.26,25.23,15.14,73.34,36.46,32.61
891,Madison Simmons,9,70.37,30.78,79.85,87.13,206.89,72.68
892,Pamela Camacho,3,54.07,61.36,70.72,19.26,220.28,59.68
893,Scott Whitehead,3,9.65,89.79,19.04,9.76,289.86,31.28
894,Cynthia Thomas,11,24.19,80.99,36.67,89.78,85.52,45.48
895,Alicia Johnson,2,1.24,58.31,10.58,34.99,15.35,16.13
896,Nathaniel Collins,10,46.88,73.02,62.82,55.13,168.23,64.54
897,Ronald Whitehead,3,30.13,36.48,12.14,35.95,214.97,30.38
898,Wesley Avila,3,59.84,64.1,98.59,12.58,239.22,54.72
899,Scott Bryant DDS,5,29.72,46.62,78.07,58.93,66.18,45.69
900,Michael Richardson,5,29.99,18.99,39.02,52.51,85.91,32.77
901,William Cohen,2,74.32,70.17,57.86,20.3,158.65,58.59
902,Betty Williams,12,4.81,55.65,91.13,45.19,105.87,44.62
903,David Martin,10,90.29,35.86,55.41,79.69,259.55,65.79
904,Kristie Barron,6,85.23,91.13,17.45,59.04,147.39,67.43
905,Kevin Graham,5,66.78,2.09,37.87,9.69,241.88,34.83
906,James Jackson,6,59.32,31.58,84.31,54.8,178.38,57.1
907,Zachary Lang,1,89.23,5.69,64.42,70.27,234.2,66.09
908,Sharon Bernard,5,18.53,76.65,65.07,79.27,106.48,50.1
909,Erika Coleman,9,7.9,70.21,86.68,62.91,251.11,51.85
910,Dawn Ross,12,23.95,33.14,89.4,15.27,89.63,40.69
911,Christopher Stein,10,79.46,67.57,91.98,71.02,168.37,71.27
912,Kara Peterson,2,3.47,39.59,9.48,67.73,72.06,24.88
913,Gina Barrett,1,58.28,75.63,54.41,2.44,147.9,51.69
914,Kimberly Evans,10,99.54,45.42,74.05,41.17,102.27,75.67
915,Jason Leon,11,85.57,41.23,75.69,33.3,87.34,61.65
916,Julie Sosa DVM,9,52.14,93.47,60.67,66.94,290.43,71.9
917,Kimberly Mcdaniel,10,6.36,25.09,16.68,21.61,56.42,19.12
918,Stacey Gibbs,9,83.14,12.04,79.74,59.09,238.32,57.69
919,Roger Hunter,9,59.9,58.45,72.01,91.32,295.41,72.75
920,Matthew Payne,6,11.49,96.93,8.61,79.78,15.77,40.89
921,Michael Wilson,8,9.39,37.78,46.38,92.15,212.72,46.78
922,Mark Nguyen,11,90.96,6.2,17.4,97.85,83.34,54.94
923,Melissa Cooper,1,66.92,33.93,33.75,1.07,21.74,36.45
924,Christine Henderson,10,82.93,50.59,1.81,62.27,126.84,50.48
925,Jessica Bradshaw,4,87.9,16.19,40.03,41.28,281.21,55.54
926,Brendan Page,1,57.18,65.81,54.99,85.99,13.41,52.82
927,William Lamb,8,51.74,99.77,61.96,25.18,180.49,57.32
928,Matthew Moore,1,43.04,45.17,66.35,98.1,155.4,66.97
929,Jeffrey Dougherty,3,31.69,35.47,83.63,61.37,263.28,55.97
930,Francisco Miller,4,43.46,40.07,21.55,79.35,34.36,42.27
931,Ashlee Gallagher,8,77.39,11.51,12.05,8.56,207.64,46.04
932,Lindsay Smith,6,60.19,88.33,85.15,18.35,207.23,56.53
933,Lindsey Mendoza,10,89.25,41.48,15.66,75.84,204.03,54.63
934,Kara Lucas,12,44.34,38.73,97.48,2.2,283.28,58.99
935,Deborah Christian,7,60.71,65.97,84.25,81.69,248.7,73.11
936,Jason Caldwell,8,63.13,44.2,50.09,1.39,22.17,37.6
937,Joseph Wright,2,59.17,64.82,98.14,65.71,146.61,62.38
938,Jessica Horton,10,70.26,6.14,9.74,36.51,125.41,37.98
939,Lori Hayden,11,23.74,81.37,30.31,61.15,99.94,47.74
940,Christopher Pace,8,51.24,94.05,63.82,69.6,140.89,60.09
941,Steven Glass,3,10.42,64.88,35.0,34.25,121.42,33.3
942,Megan Carr,7,38.45,95.46,92.84,10.8,135.38,54.19
943,Kellie Schneider,3,48.77,15.14,6.56,6.96,293.99,31.44
944,Jacqueline Jones,7,65.22,47.74,54.94,58.89,35.7,47.48
945,Tracy Potter,11,95.05,60.18,59.09,52.07,277.45,78.29
946,Amy Moore,12,60.07,58.17,65.27,74.22,149.27,67.11
947,Emily Howard,2,74.36,40.15,25.57,50.97,190.89,50.19
948,Christina Schneider,10,50.63,33.81,36.46,42.24,250.75,44.97
949,Timothy King,6,63.41,12.68,84.37,39.81,114.53,49.53
950,Kimberly Russo,3,7.09,39.17,19.49,2.64,134.82,14.99
951,Amanda Harris,3,25.44,16.27,82.69,33.56,128.76,36.21
952,Leslie Reynolds,9,36.19,73.44,56.27,97.6,118.67,58.92
953,Robert Miller,7,47.25,20.88,76.22,87.36,278.4,68.41
954,Kevin Campbell,5,4.56,5.86,71.36,32.94,250.39,36.48
955,Jamie Booth,12,14.0,55.24,20.75,58.78,41.61,37.21
956,Heather Ashley,10,27.68,59.52,56.88,84.73,41.36,51.76
957,Russell Alvarez,7,97.15,87.19,86.77,44.13,134.08,71.65
958,Kimberly Zavala,9,33.13,57.7,43.21,1.8,38.61,31.56
959,Taylor Thomas,1,48.2,34.55,96.66,7.45,189.54,53.36
960,Heather Hopkins,7,19.61,80.3,45.22,51.04,51.67,36.63
961,Kathryn Maldonado,6,61.08,54.03,14.28,96.94,161.49,59.94
962,Jasmine Conley,10,28.07,7.93,38.94,69.32,12.09,43.68
963,Sarah Leblanc,12,20.7,56.59,95.17,7.09,101.81,46.68
964,John York,9,51.66,90.8,31.97,18.94,206.39,57.79
965,Todd Gutierrez,1,0.55,39.63,86.81,77.13,150.37,46.98
966,Samantha Thomas,4,0.77,29.63,88.13,84.14,293.7,55.24
967,Alexis Carter,9,21.91,14.35,35.02,61.77,263.49,33.99
968,Kathy Rogers,4,3.67,15.14,8.33,64.44,114.13,26.47
969,Katherine Griffith,10,10.8,43.28,72.46,2.83,23.19,31.0
970,Katherine Powell,3,33.89,59.57,31.15,82.85,255.23,54.84
971,John Willis,9,80.26,8.06,78.29,78.83,274.26,72.84
972,Sarah Woods,2,57.2,93.96,44.27,25.9,247.98,55.56
973,Cynthia Carey,4,51.27,75.51,48.53,70.87,47.11,55.0
974,Megan Savage,6,29.35,58.66,77.79,21.49,299.4,50.85
975,Timothy Mendoza,2,93.18,82.84,38.24,4.03,84.99,50.66
976,Ralph Carlson,8,39.7,8.02,44.31,20.11,220.02,34.87
977,Danielle Frederick,8,8.71,47.68,37.62,17.86,273.33,23.76
978,Kyle King,1,61.71,63.01,36.73,33.77,78.35,53.06
979,Alfred Hernandez,12,11.38,82.87,52.59,41.84,273.39,48.22
980,Luis Greene,3,34.52,78.35,80.88,50.85,99.75,53.09
981,Whitney Dyer,10,50.74,27.71,36.18,47.68,293.16,43.13
982,Michael Macdonald,9,87.42,94.09,52.43,27.07,91.57,62.82
983,Mark Miller,5,49.35,12.43,67.07,2.92,286.5,44.28
984,Kyle Thompson,6,70.23,87.51,26.94,60.51,25.53,59.65
985,Shane Anderson,4,99.28,97.09,27.75,39.57,215.69,66.33
986,Patricia Smith,10,13.15,17.72,93.34,29.87,164.31,33.38
987,Tara Owens,2,27.47,72.21,72.35,86.69,148.58,62.73
988,Angela Phillips,11,39.46,4.03,57.72,74.67,74.81,38.0
989,Kimberly Moore,8,42.18,40.54,64.77,85.78,214.62,58.33
990,Tyrone Lara,11,41.1,51.63,2.93,49.5,65.33,35.94
991,Katie Baker,6,90.76,58.06,61.81,13.09,170.32,61.06
992,Marvin Buckley,5,71.4,93.59,50.95,69.62,83.44,71.33
993,Kyle Cooper,9,60.79,67.23,54.57,20.61,287.13,49.97
994,Christopher Blackburn,1,30.94,48.13,35.94,44.12,18.3,25.97
995,Robert Bailey,5,82.38,80.97,8.15,6.5,67.92,43.26
996,Melissa Simpson,6,95.51,95.05,19.33,82.53,80.27,79.72
997,Kelsey Hester,5,82.12,2.21,95.07,12.59,130.08,61.06
998,Nicole Lopez DDS,6,0.16,98.25,40.87,90.31,77.49,57.67
999,Robert Dougherty,6,63.64,8.61,46.67,86.42,152.49,51.55
1000,Amanda Miller,7,5.11,81.44,5.27,46.46,263.02,28.02
1001,Adam Martinez,4,25.76,28.03,3.76,74.44,216.5,24.48
1002,Thomas Castillo,11,5.95,13.22,71.72,61.94,178.19,34.03
1003,Trevor Blanchard,8,60.38,43.99,53.81,80.31,35.81,53.94
1004,Brittany Reynolds,7,68.66,64.4,50.87,43.18,211.26,65.83
1005,Ralph Wright,9,11.45,38.1,24.31,78.58,58.26,37.91
1006,Scott Cook,7,38.38,5.46,74.48,46.25,238.05,45.82
1007,Jose Jones,3,45.62,59.95,16.82,94.1,82.52,46.16
1008,Robert Gonzalez,3,36.91,90.24,18.99,48.64,130.94,42.21
1009,Krista Davis,8,12.1,38.32,46.07,46.26,111.64,34.75
1010,Danielle Brennan,5,41.89,21.63,28.63,78.51,259.06,50.44
1011,Juan Parker,4,75.12,44.26,24.75,82.16,46.7,56.28
1012,Steven Kim,8,7.1,4.84,64.52,55.45,174.04,27.72
1013,Teresa Lopez,6,8.02,82.05,65.1,17.98,51.2,40.39
1014,Mark Brown,2,35.48,82.63,82.45,46.78,214.39,62.29
1015,Angel Bray,4,94.17,58.8,41.77,96.81,272.47,71.46
1016,Gabriela Hernandez,12,66.86,35.31,7.31,75.3,136.04,44.25
1017,Chelsea Allen,11,67.87,79.98,27.37,81.12,151.55,66.55
1018,Diane Smith,4,36.19,55.47,98.0,3.28,278.95,50.33
1019,James Nicholson,6,59.37,82.59,59.63,46.79,161.09,68.93
1020,Carl Escobar,6,1.01,63.15,70.97,64.66,151.4,47.61
1021,Jeremy Briggs,1,63.61,78.44,0.74,83.0,177.72,55.01
1022,Bonnie Boyer,8,91.33,59.86,51.82,4.93,209.88,57.66
1023,Marvin Christian MD,6,61.26,41.41,3.75,85.24,41.0,46.14
1024,Janice Mitchell,3,87.37,95.79,56.92,54.84,248.12,72.35
1025,Kendra Montes,9,72.4,54.11,92.08,19.73,136.3,54.88
1026,Christopher Smith,2,12.06,60.51,96.84,31.73,30.98,45.97
1027,Bradley Bailey,11,90.25,22.05,54.06,28.19,237.99,60.09
1028,John Kennedy,8,6.64,62.57,45.82,53.09,119.32,41.28
1029,Mark Kelly,10,53.4,57.16,94.5,5.17,39.11,56.27
1030,Joshua Munoz,3,14.21,18.48,67.36,15.85,193.8,28.35
1031,Joel Neal,12,1.17,5.96,6.49,81.27,265.24,36.31
1032,Jessica Torres,5,42.2,60.44,46.57,13.26,267.45,41.13
1033,Barbara Stanley,6,29.5,76.37,24.02,23.34,287.72,38.13
1034,Holly Jones,10,48.6,52.34,46.98,45.34,261.63,43.43
1035,Chelsea Dixon,6,57.72,22.68,45.55,51.71,10.62,39.43
1036,Cody Chase,4,4.37,66.65,58.21,76.36,120.27,43.05
1037,Carl Acosta,3,12.3,8.01,35.68,44.73,247.38,32.25
1038,Eric Werner,4,55.86,44.18,16.43,78.99,116.21,49.77
1039,Marie Miller,1,34.32,16.34,50.37,61.83,184.45,36.19
1040,Don Hunt,4,72.92,18.45,83.02,11.31,185.83,48.66
1041,Richard Cole,1,65.23,20.23,66.4,15.63,115.86,42.03
1042,Mercedes Mejia,12,84.56,38.67,33.84,43.7,272.3,48.81
1043,Daniel Morris DDS,1,69.25,5.12,93.55,39.69,155.94,48.74
1044,Eric Sanders,10,42.99,39.78,91.22,74.35,144.79,54.94
1045,Jake Guerrero,6,67.3,51.17,20.93,58.07,299.28,63.37
1046,Christopher Evans,5,27.54,48.33,3.94,38.81,153.12,32.54
1047,Anita Jones,11,30.63,38.28,74.13,17.08,61.74,40.46
1048,Sherry Lester,4,78.9,83.91,82.76,22.68,158.79,59.34
1049,Matthew Ferguson,11,44.64,14.53,96.79,57.55,246.06,61.34
1050,Jasmine Nichols,3,79.84,50.57,88.98,42.34,235.29,74.68
1051,Javier Ponce,1,82.24,6.2,60.05,51.49,238.69,46.19
1052,Robert Solis,6,85.76,7.12,53.01,17.07,215.33,44.82
1053,Kathleen Padilla,2,91.66,57.39,2.78,66.29,83.72,58.06
1054,Roy Becker,8,43.1,56.6,24.67,85.25,260.0,58.12
1055,Natasha Briggs,10,31.89,87.8,45.96,25.79,269.1,47.06
1056,Jennifer Carrillo,5,58.22,55.79,62.85,49.15,66.3,51.71
1057,Darren Miller,7,37.12,95.98,55.73,97.55,47.83,59.59
1058,Pam Hamilton,10,60.11,4.87,74.26,33.32,292.93,50.84
1059,Diana Anderson,12,70.56,9.8,27.98,59.5,261.81,55.34
1060,Gina Brooks,2,68.84,4.41,56.5,9.02,269.04,39.75
1061,Briana Sparks,8,37.46,18.53,8.81,60.6,267.05,42.73
1062,Meredith Jackson,2,16.69,54.13,41.37,8.96,167.09,27.56
1063,Cynthia Butler,4,43.05,64.56,75.02,95.92,197.46,62.36
1064,Rachel Robles,1,14.26,4.56,69.34,71.57,168.16,43.07
1065,Barry Jimenez,5,89.01,94.6,99.06,78.82,24.85,86.64
1066,Robert Roy,9,34.59,84.22,27.79,70.41,226.2,58.66
1067,Thomas Cole,1,15.45,29.66,49.82,58.97,156.55,30.96
1068,Michael Wilson,9,2.54,7.72,32.95,44.99,197.84,22.16
1069,William Mccoy,11,64.58,16.99,44.06,85.84,155.77,58.06
1070,David Perez,8,63.69,12.69,85.7,95.68,152.63,63.22
1071,Colton Myers,6,34.06,12.33,68.42,49.9,59.82,32.97
1072,Mark Medina,7,7.17,51.86,88.24,93.15,90.83,54.12
1073,Jake Mack,3,40.96,24.58,20.35,58.33,56.07,31.24
1074,Sean Roth,1,31.12,35.81,87.34,53.84,66.74,55.93
1075,Gregory Garcia,5,67.71,98.95,5.98,45.45,292.16,67.85
1076,Nicholas Ford,12,60.58,68.43,88.86,20.93,54.4,58.65
1077,Angela Williams,12,36.46,94.9,32.91,0.37,88.09,46.31
1078,Andrew Yoder,2,21.79,14.26,31.46,24.15,181.27,26.88
1079,Juan Smith,5,98.8,38.21,51.21,50.97,186.95,67.78
1080,Joshua Mueller,8,45.4,55.47,94.07,38.0,54.65,60.34
1081,Larry Frazier,11,68.83,7.68,4.78,44.85,240.18,41.34
1082,Shane Stewart,9,14.06,0.42,35.22,98.06,237.71,37.61
1083,Nathan Garcia,2,48.56,67.04,85.66,35.03,78.82,46.22
1084,Dr. Matthew Hammond DDS,12,2.75,64.18,39.61,45.22,93.71,33.34
1085,Matthew Price,3,50.55,41.08,19.92,13.35,282.02,43.55
1086,Randall Jones,3,96.4,48.96,42.48,4.8,249.44,61.21
1087,Carrie Turner,1,38.42,41.54,38.56,77.54,212.36,52.65
1088,Jim Freeman,8,3.9,2.4,91.54,57.07,33.85,29.79
1089,Bradley Chung,6,3.1,33.54,76.19,76.07,131.3,32.58
1090,Marissa Cruz,12,38.8,17.71,50.51,14.99,172.2,31.54
1091,Tina Howard,8,16.0,9.84,98.84,57.18,64.35,38.6
1092,Mario Livingston,11,2.34,95.67,46.53,25.36,139.99,37.31
1093,Kelly Cantrell,9,75.62,59.94,5.82,22.81,184.3,49.64
1094,Brandy Kaufman,5,45.85,72.87,26.23,1.15,104.94,47.23
1095,Brittany Mcdonald,12,28.92,31.54,43.61,13.03,236.47,34.81
1096,Linda Jackson,3,90.01,39.31,15.69,30.93,253.73,51.56
1097,Sharon Jensen,5,11.61,23.69,94.76,11.69,103.85,31.68
1098,Steve Thompson,5,95.59,9.7,76.68,98.59,253.21,74.73
1099,Ryan Barton,5,31.4,17.9,26.83,30.86,40.04,21.73
1100,Amber Welch,3,88.84,79.75,59.08,13.03,252.94,66.06
1101,Nicholas Mendez,11,60.29,67.75,72.14,19.91,54.3,54.11
1102,Stephen Obrien,10,82.67,54.69,94.13,58.77,34.05,68.5
1103,Katie Case,4,98.4,47.51,88.16,6.4,196.11,66.76
1104,Robert Bean,9,28.84,92.24,51.52,86.24,146.86,61.72
1105,Anthony Norton,10,96.11,7.27,77.47,96.15,273.29,65.26
1106,Matthew Bell,9,38.95,28.06,56.21,24.67,115.32,40.5
1107,Phillip Little,2,38.55,34.99,55.27,45.01,93.27,38.37
1108,Raymond Foster,8,34.04,78.24,11.47,2.21,155.21,28.29
1109,Steven Burns,8,54.14,99.25,12.61,64.07,142.22,50.65
1110,Deborah Ortiz,7,15.41,24.07,52.95,41.39,109.88,34.14
1111,Heidi Keith,8,55.37,87.43,26.89,27.01,211.18,50.8
1112,Scott Newton,3,54.17,83.06,2.1,20.68,230.27,36.69
1113,Jeffrey Thomas,6,76.19,22.47,72.28,65.4,257.37,65.86
1114,Angela Jackson,1,83.36,39.93,3.25,41.62,292.13,44.51
1115,Jill Hawkins,7,44.04,40.97,59.53,17.97,87.33,40.52
1116,Kevin Frederick,1,30.23,97.82,53.92,68.91,217.67,61.65
1117,Cindy Rivas,9,25.93,18.09,96.88,56.51,124.33,50.65
1118,Taylor Guerra,1,19.46,79.92,48.42,85.87,206.35,64.47
1119,Troy Reyes,1,5.76,33.42,6.36,11.75,148.03,10.15
1120,Trevor Skinner,7,34.24,73.09,55.17,78.57,298.19,61.32
1121,John Walters,2,27.02,42.0,84.11,67.35,221.38,52.8
1122,Larry Simpson,5,96.64,57.84,99.68,11.5,286.22,74.51
1123,Paul Wheeler,8,55.77,83.26,43.03,69.48,252.14,65.37
1124,Scott Young,8,34.73,80.42,32.03,44.15,271.84,49.04
1125,Kathryn Dickerson,3,58.05,86.64,90.67,94.5,246.18,77.78
1126,Renee Thomas,7,13.92,5.96,19.12,14.16,143.16,11.21
1127,Cheryl Carpenter,3,44.4,69.21,61.54,64.28,83.02,60.03
1128,Erica Perez,6,62.62,14.0,40.57,38.2,117.39,43.55
1129,Melinda Allen,6,48.89,41.58,4.11,95.68,15.87,48.06
1130,Brian Ramirez,3,40.18,54.86,34.73,33.0,161.96,40.42
1131,Mrs. Virginia Dawson DVM,7,99.38,40.27,26.52,96.22,156.47,64.35
1132,Jason Bauer,3,88.03,51.96,68.61,90.15,162.32,68.57
1133,Dawn Bartlett,8,62.34,99.65,94.88,27.04,292.47,74.56
1134,Robert Wilson DDS,10,56.94,13.52,26.8,80.35,274.32,45.16
1135,Timothy Haynes,4,62.07,67.55,81.15,99.56,56.9,79.41
1136,Jonathan Barrett,1,20.13,39.6,5.54,25.27,116.98,17.48
1137,Melissa Lucas,4,39.51,13.3,53.81,43.68,132.95,39.81
1138,Brittany Brown,7,3.95,15.87,7.06,52.02,114.55,27.83
1139,Lori Gonzalez,11,47.55,94.93,93.4,29.49,241.56,68.88
1140,Elizabeth Wood,4,54.3,87.96,76.64,1.53,161.97,55.79
1141,Anthony Diaz,6,22.77,90.7,65.79,22.01,175.91,43.56
1142,Patrick Schroeder,9,96.4,99.15,82.39,28.19,257.37,72.54
1143,Brooke Herrera,1,90.95,20.83,64.75,44.36,243.72,65.25
